No,Status,Track,Title,PrimaryTech,Experience,Level
157,implemented-experimental,Visual Security Lab,固定時間比較と普通の文字列比較の考え方を小さく試す,PowerShell / .NET Cryptography / Windows Security,短い実験で「固定時間比較と普通の文字列比較の考え方を小さく試す」を体験し、操作前後の状態やログの差を確認する。,深掘り
158,implemented-experimental,Visual Security Lab,CSVの先頭記号が表計算で式扱いされる例を安全な文字列で確認する,PowerShell / .NET Cryptography / Windows Security,短い実験で「CSVの先頭記号が表計算で式扱いされる例を安全な文字列で確認する」を体験し、操作前後の状態やログの差を確認する。,深掘り
159,implemented-experimental,Visual Security Lab,入力値をそのまま使う場合と検証する場合の差をローカル実験する,PowerShell / .NET Cryptography / Windows Security,短い実験で「入力値をそのまま使う場合と検証する場合の差をローカル実験する」を体験し、操作前後の状態やログの差を確認する。,深掘り
160,implemented-experimental,Visual Security Lab,ログに秘密情報を書かないRedactionを実装して比べる,PowerShell / .NET Cryptography / Windows Security,短い実験で「ログに秘密情報を書かないRedactionを実装して比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
161,implemented-experimental,Visual Security Lab,環境変数へ秘密情報を置くとプロセスからどう見えるかを自分のテスト値で確認する,PowerShell / .NET Cryptography / Windows Security,短い実験で「環境変数へ秘密情報を置くとプロセスからどう見えるかを自分のテスト値で確認する」を体験し、操作前後の状態やログの差を確認する。,深掘り
162,implemented-experimental,Architecture & Algorithm Lab,PowerShellでミニBlockchainを作る,PowerShell / VBA,短い実験で「PowerShellでミニBlockchainを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
163,implemented-experimental,Architecture & Algorithm Lab,Excel VBAでセルが変わると壊れるBlockchainを可視化する,PowerShell / VBA,短い実験で「Excel VBAでセルが変わると壊れるBlockchainを可視化する」を体験し、操作前後の状態やログの差を確認する。,深掘り
164,implemented-experimental,Architecture & Algorithm Lab,Merkle Treeを4つのファイルHashから作る,PowerShell / VBA,短い実験で「Merkle Treeを4つのファイルHashから作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
165,implemented-experimental,Architecture & Algorithm Lab,Bloom Filterで「たぶんある／絶対ない」を体験する,PowerShell / VBA,短い実験で「Bloom Filterで「たぶんある／絶対ない」を体験する」を体験し、操作前後の状態やログの差を確認する。,深掘り
166,implemented-experimental,Architecture & Algorithm Lab,LRU Cacheで最近使っていないデータが追い出される様子を見る,PowerShell / VBA,短い実験で「LRU Cacheで最近使っていないデータが追い出される様子を見る」を体験し、操作前後の状態やログの差を確認する。,深掘り
167,implemented-experimental,Architecture & Algorithm Lab,Token BucketでAPI Rate Limitを再現する,PowerShell / VBA,短い実験で「Token BucketでAPI Rate Limitを再現する」を体験し、操作前後の状態やログの差を確認する。,深掘り
168,implemented-experimental,Architecture & Algorithm Lab,RetryとExponential Backoffを失敗するローカル処理で試す,PowerShell / VBA,短い実験で「RetryとExponential Backoffを失敗するローカル処理で試す」を体験し、操作前後の状態やログの差を確認する。,深掘り
169,implemented-experimental,Architecture & Algorithm Lab,Circuit BreakerのCLOSED・OPEN・HALF-OPENを色で見る,PowerShell / VBA,短い実験で「Circuit BreakerのCLOSED・OPEN・HALF-OPENを色で見る」を体験し、操作前後の状態やログの差を確認する。,深掘り
170,implemented-experimental,Architecture & Algorithm Lab,フォルダーをMessage QueueにしてProducer／Consumerを作る,PowerShell / VBA,短い実験で「フォルダーをMessage QueueにしてProducer／Consumerを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
171,implemented-experimental,Architecture & Algorithm Lab,VBAのEventでPub/Subを再現する,PowerShell / VBA,短い実験で「VBAのEventでPub/Subを再現する」を体験し、操作前後の状態やログの差を確認する。,深掘り
172,implemented-experimental,Architecture & Algorithm Lab,ExcelでEvent Sourcingを実装して現在状態を再構築する,PowerShell / VBA,短い実験で「ExcelでEvent Sourcingを実装して現在状態を再構築する」を体験し、操作前後の状態やログの差を確認する。,深掘り
173,implemented-experimental,Architecture & Algorithm Lab,VBAでCQRS風にWrite ModelとRead Modelを分ける,PowerShell / VBA,短い実験で「VBAでCQRS風にWrite ModelとRead Modelを分ける」を体験し、操作前後の状態やログの差を確認する。,深掘り
174,implemented-experimental,Architecture & Algorithm Lab,申請フローをState Machineとして実装する,PowerShell / VBA,短い実験で「申請フローをState Machineとして実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
175,implemented-experimental,Architecture & Algorithm Lab,PowerShell RunspaceでActor Model風のMailboxを作る,PowerShell / VBA,短い実験で「PowerShell RunspaceでActor Model風のMailboxを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
176,implemented-experimental,Architecture & Algorithm Lab,DAGで依存関係のあるJobを順番・並列に実行する,PowerShell / VBA,短い実験で「DAGで依存関係のあるJobを順番・並列に実行する」を体験し、操作前後の状態やログの差を確認する。,深掘り
177,implemented-experimental,Architecture & Algorithm Lab,Producer-Consumer PatternをQueueで体験する,PowerShell / VBA,短い実験で「Producer-Consumer PatternをQueueで体験する」を体験し、操作前後の状態やログの差を確認する。,深掘り
178,implemented-experimental,Architecture & Algorithm Lab,Observer PatternをVBAのWithEventsで実装する,PowerShell / VBA,短い実験で「Observer PatternをVBAのWithEventsで実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
179,implemented-experimental,Architecture & Algorithm Lab,Strategy Patternで処理方法を差し替える,PowerShell / VBA,短い実験で「Strategy Patternで処理方法を差し替える」を体験し、操作前後の状態やログの差を確認する。,深掘り
180,implemented-experimental,Architecture & Algorithm Lab,Factory Patternで作るオブジェクトを切り替える,PowerShell / VBA,短い実験で「Factory Patternで作るオブジェクトを切り替える」を体験し、操作前後の状態やログの差を確認する。,深掘り
181,implemented-experimental,Architecture & Algorithm Lab,Repository PatternでExcelセルへの直接アクセスを隠す,PowerShell / VBA,短い実験で「Repository PatternでExcelセルへの直接アクセスを隠す」を体験し、操作前後の状態やログの差を確認する。,深掘り
182,implemented-experimental,Architecture & Algorithm Lab,Dependency Injectionで本番処理とMockを差し替える,PowerShell / VBA,短い実験で「Dependency Injectionで本番処理とMockを差し替える」を体験し、操作前後の状態やログの差を確認する。,深掘り
183,implemented-experimental,Architecture & Algorithm Lab,Command Patternで操作をオブジェクトとして記録する,PowerShell / VBA,短い実験で「Command Patternで操作をオブジェクトとして記録する」を体験し、操作前後の状態やログの差を確認する。,深掘り
184,implemented-experimental,Architecture & Algorithm Lab,Adapter Patternで異なるAPIの呼び方を同じ形にそろえる,PowerShell / VBA,短い実験で「Adapter Patternで異なるAPIの呼び方を同じ形にそろえる」を体験し、操作前後の状態やログの差を確認する。,深掘り
185,implemented-experimental,Architecture & Algorithm Lab,Decorator Patternでログ機能を後付けする,PowerShell / VBA,短い実験で「Decorator Patternでログ機能を後付けする」を体験し、操作前後の状態やログの差を確認する。,深掘り
186,implemented-experimental,Architecture & Algorithm Lab,Cache-Aside Patternを小さな辞書とファイルで再現する,PowerShell / VBA,短い実験で「Cache-Aside Patternを小さな辞書とファイルで再現する」を体験し、操作前後の状態やログの差を確認する。,深掘り
187,implemented-experimental,Architecture & Algorithm Lab,同じ要求を2回送っても結果が増えないIdempotencyを体験する,PowerShell / VBA,短い実験で「同じ要求を2回送っても結果が増えないIdempotencyを体験する」を体験し、操作前後の状態やログの差を確認する。,深掘り
188,implemented-experimental,Architecture & Algorithm Lab,Saga Patternを3段階の処理と補償処理で模型化する,PowerShell / VBA,短い実験で「Saga Patternを3段階の処理と補償処理で模型化する」を体験し、操作前後の状態やログの差を確認する。,深掘り
189,implemented-experimental,Architecture & Algorithm Lab,Outbox PatternをCSV／JSONファイルで再現する,PowerShell / VBA,短い実験で「Outbox PatternをCSV／JSONファイルで再現する」を体験し、操作前後の状態やログの差を確認する。,深掘り
190,implemented-experimental,Architecture & Algorithm Lab,Consistent Hashingでデータの割り当て先がどう変わるか見る,PowerShell / VBA,短い実験で「Consistent Hashingでデータの割り当て先がどう変わるか見る」を体験し、操作前後の状態やログの差を確認する。,深掘り
191,implemented-experimental,Architecture & Algorithm Lab,Fixed WindowとSliding WindowのRate Limitを比べる,PowerShell / VBA,短い実験で「Fixed WindowとSliding WindowのRate Limitを比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
192,implemented-experimental,VBA Deep Dive,VBAで本当の非同期HTTPを実装する,VBA / COM / Win32,短い実験で「VBAで本当の非同期HTTPを実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
193,implemented-experimental,VBA Deep Dive,DoEventsは非同期処理ではないことをログで確認する,VBA / COM / Win32,短い実験で「DoEventsは非同期処理ではないことをログで確認する」を体験し、操作前後の状態やログの差を確認する。,深掘り
194,implemented-experimental,VBA Deep Dive,WithEventsでHTTP完了イベントを受け取る,VBA / COM / Win32,短い実験で「WithEventsでHTTP完了イベントを受け取る」を体験し、操作前後の状態やログの差を確認する。,深掘り
195,implemented-experimental,VBA Deep Dive,Implementsを使ってVBAでInterfaceを作る,VBA / COM / Win32,短い実験で「Implementsを使ってVBAでInterfaceを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
196,implemented-experimental,VBA Deep Dive,VBAでDependency Injectionを実装する,VBA / COM / Win32,短い実験で「VBAでDependency Injectionを実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
197,implemented-experimental,VBA Deep Dive,VBAでStrategy Patternを実装する,VBA / COM / Win32,短い実験で「VBAでStrategy Patternを実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
198,implemented-experimental,VBA Deep Dive,VBAでFactory Patternを実装する,VBA / COM / Win32,短い実験で「VBAでFactory Patternを実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
199,implemented-experimental,VBA Deep Dive,VBAでObserver Patternを実装する,VBA / COM / Win32,短い実験で「VBAでObserver Patternを実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
200,implemented-experimental,VBA Deep Dive,VBAでRepository Patternを実装する,VBA / COM / Win32,短い実験で「VBAでRepository Patternを実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
201,implemented-experimental,VBA Deep Dive,VBAでState Machineを実装する,VBA / COM / Win32,短い実験で「VBAでState Machineを実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
202,implemented-experimental,VBA Deep Dive,VBAでPromise風AsyncTaskクラスを作る,VBA / COM / Win32,短い実験で「VBAでPromise風AsyncTaskクラスを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
203,implemented-experimental,VBA Deep Dive,VBAでキャンセル可能な長時間処理を作る,VBA / COM / Win32,短い実験で「VBAでキャンセル可能な長時間処理を作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
204,implemented-experimental,VBA Deep Dive,VBAの非同期処理へTimeoutを追加する,VBA / COM / Win32,短い実験で「VBAの非同期処理へTimeoutを追加する」を体験し、操作前後の状態やログの差を確認する。,深掘り
205,implemented-experimental,VBA Deep Dive,VBAでRetry処理を共通化する,VBA / COM / Win32,短い実験で「VBAでRetry処理を共通化する」を体験し、操作前後の状態やログの差を確認する。,深掘り
206,implemented-experimental,VBA Deep Dive,VBAでExponential Backoffを実装する,VBA / COM / Win32,短い実験で「VBAでExponential Backoffを実装する」を体験し、操作前後の状態やログの差を確認する。,深掘り
207,implemented-experimental,VBA Deep Dive,VBAで簡易Event Queueを作る,VBA / COM / Win32,短い実験で「VBAで簡易Event Queueを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
208,implemented-experimental,VBA Deep Dive,CollectionとClassでDomain Object一覧を扱う,VBA / COM / Win32,短い実験で「CollectionとClassでDomain Object一覧を扱う」を体験し、操作前後の状態やログの差を確認する。,深掘り
209,implemented-experimental,VBA Deep Dive,Property Get／Let／Setでカプセル化を体験する,VBA / COM / Win32,短い実験で「Property Get／Let／Setでカプセル化を体験する」を体験し、操作前後の状態やログの差を確認する。,深掘り
210,implemented-experimental,VBA Deep Dive,On Errorだけに頼らないエラー伝播の設計を試す,VBA / COM / Win32,短い実験で「On Errorだけに頼らないエラー伝播の設計を試す」を体験し、操作前後の状態やログの差を確認する。,深掘り
211,implemented-experimental,VBA Deep Dive,VBAで共通Loggerクラスを作る,VBA / COM / Win32,短い実験で「VBAで共通Loggerクラスを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
212,implemented-experimental,VBA Deep Dive,VBAだけで小さなJSON Serializerを作って構造を理解する,VBA / COM / Win32,短い実験で「VBAだけで小さなJSON Serializerを作って構造を理解する」を体験し、操作前後の状態やログの差を確認する。,深掘り
213,implemented-experimental,VBA Deep Dive,Application.OnTimeで擬似的な非同期スケジュールを作る,VBA / COM / Win32,短い実験で「Application.OnTimeで擬似的な非同期スケジュールを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
214,implemented-experimental,VBA Deep Dive,AddressOfとCallbackの制約をWin32 APIで体験する,VBA / COM / Win32,短い実験で「AddressOfとCallbackの制約をWin32 APIで体験する」を体験し、操作前後の状態やログの差を確認する。,深掘り
215,implemented-experimental,VBA Deep Dive,Early BindingとLate Bindingの違いを同じCOM操作で比べる,VBA / COM / Win32,短い実験で「Early BindingとLate Bindingの違いを同じCOM操作で比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
216,implemented-experimental,VBA Deep Dive,32bit／64bit VBAとPtrSafe・LongPtrの違いを学ぶ,VBA / COM / Win32,短い実験で「32bit／64bit VBAとPtrSafe・LongPtrの違いを学ぶ」を体験し、操作前後の状態やログの差を確認する。,深掘り
217,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShell + WinRTでWindowsに文章を読み上げさせる,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShell + WinRTでWindowsに文章を読み上げさせる」を体験し、操作前後の状態やログの差を確認する。,深掘り
218,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShell + WinRTでWindows標準の音声認識を試す,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShell + WinRTでWindows標準の音声認識を試す」を体験し、操作前後の状態やログの差を確認する。,深掘り
219,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShell + WinRTで画像OCRを試す,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShell + WinRTで画像OCRを試す」を体験し、操作前後の状態やログの差を確認する。,深掘り
220,implemented-experimental,PowerShell / WinRT / .NET Lab,WinRTのIAsyncOperationをPowerShellから待つ,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「WinRTのIAsyncOperationをPowerShellから待つ」を体験し、操作前後の状態やログの差を確認する。,深掘り
221,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShellからWindows通知を表示する,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShellからWindows通知を表示する」を体験し、操作前後の状態やログの差を確認する。,深掘り
222,implemented-experimental,PowerShell / WinRT / .NET Lab,WinRT DeviceInformationでデバイスを列挙する,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「WinRT DeviceInformationでデバイスを列挙する」を体験し、操作前後の状態やログの差を確認する。,深掘り
223,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShellからWinRT Bluetooth APIを触る,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShellからWinRT Bluetooth APIを触る」を体験し、操作前後の状態やログの差を確認する。,深掘り
224,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShellからClipboard APIを操作する,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShellからClipboard APIを操作する」を体験し、操作前後の状態やログの差を確認する。,深掘り
225,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShellだけでWPFの小さなGUIを作る,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShellだけでWPFの小さなGUIを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
226,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShellだけでWindows Formsの小さなGUIを作る,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShellだけでWindows Formsの小さなGUIを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
227,implemented-experimental,PowerShell / WinRT / .NET Lab,RunspaceでUIを固めずバックグラウンド処理する,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「RunspaceでUIを固めずバックグラウンド処理する」を体験し、操作前後の状態やログの差を確認する。,深掘り
228,implemented-experimental,PowerShell / WinRT / .NET Lab,.NET TaskをPowerShellから作って待つ,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「.NET TaskをPowerShellから作って待つ」を体験し、操作前後の状態やログの差を確認する。,深掘り
229,implemented-experimental,PowerShell / WinRT / .NET Lab,ForEach-Object -Parallelで並列処理を体験する,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「ForEach-Object -Parallelで並列処理を体験する」を体験し、操作前後の状態やログの差を確認する。,深掘り
230,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShellから.NET Classを直接newして使う,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShellから.NET Classを直接newして使う」を体験し、操作前後の状態やログの差を確認する。,深掘り
231,implemented-experimental,PowerShell / WinRT / .NET Lab,Add-TypeでUser32.dllのWin32 APIを呼ぶ,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「Add-TypeでUser32.dllのWin32 APIを呼ぶ」を体験し、操作前後の状態やログの差を確認する。,深掘り
232,implemented-experimental,PowerShell / WinRT / .NET Lab,PowerShellからCOM経由でExcelを操作する,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「PowerShellからCOM経由でExcelを操作する」を体験し、操作前後の状態やログの差を確認する。,深掘り
233,implemented-experimental,PowerShell / WinRT / .NET Lab,CIMとWMIは何が違う？ 同じPC情報を取得して比べる,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「CIMとWMIは何が違う？ 同じPC情報を取得して比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
234,implemented-experimental,PowerShell / WinRT / .NET Lab,FileSystemWatcherでフォルダー変更イベントを監視する,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「FileSystemWatcherでフォルダー変更イベントを監視する」を体験し、操作前後の状態やログの差を確認する。,深掘り
235,implemented-experimental,PowerShell / WinRT / .NET Lab,HttpClientで同期風処理と非同期処理を比べる,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「HttpClientで同期風処理と非同期処理を比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
236,implemented-experimental,PowerShell / WinRT / .NET Lab,Visual StudioなしでWindows App SDK／WinUI 3の最小構成を理解する,PowerShell / .NET / WinRT / Windows App SDK,短い実験で「Visual StudioなしでWindows App SDK／WinUI 3の最小構成を理解する」を体験し、操作前後の状態やログの差を確認する。,深掘り
237,implemented-experimental,Legacy Data & File Format Lab,VBAで固定長ファイルを1レコードずつ分解する,VBA / PowerShell / Text / CSV / XML,短い実験で「VBAで固定長ファイルを1レコードずつ分解する」を体験し、操作前後の状態やログの差を確認する。,深掘り
238,implemented-experimental,Legacy Data & File Format Lab,PowerShellで固定長ファイルをSubstringで分解する,VBA / PowerShell / Text / CSV / XML,短い実験で「PowerShellで固定長ファイルをSubstringで分解する」を体験し、操作前後の状態やログの差を確認する。,深掘り
239,implemented-experimental,Legacy Data & File Format Lab,固定長ファイルをCSVへ変換する,VBA / PowerShell / Text / CSV / XML,短い実験で「固定長ファイルをCSVへ変換する」を体験し、操作前後の状態やログの差を確認する。,深掘り
240,implemented-experimental,Legacy Data & File Format Lab,CSVから固定長ファイルを生成する,VBA / PowerShell / Text / CSV / XML,短い実験で「CSVから固定長ファイルを生成する」を体験し、操作前後の状態やログの差を確認する。,深掘り
241,implemented-experimental,Legacy Data & File Format Lab,Header・Detail・Trailerレコードを判定する,VBA / PowerShell / Text / CSV / XML,短い実験で「Header・Detail・Trailerレコードを判定する」を体験し、操作前後の状態やログの差を確認する。,深掘り
242,implemented-experimental,Legacy Data & File Format Lab,固定長レコードの桁数エラーを検出する,VBA / PowerShell / Text / CSV / XML,短い実験で「固定長レコードの桁数エラーを検出する」を体験し、操作前後の状態やログの差を確認する。,深掘り
243,implemented-experimental,Legacy Data & File Format Lab,数値をゼロ埋めして固定桁へ整形する,VBA / PowerShell / Text / CSV / XML,短い実験で「数値をゼロ埋めして固定桁へ整形する」を体験し、操作前後の状態やログの差を確認する。,深掘り
244,implemented-experimental,Legacy Data & File Format Lab,文字列の左詰め・右詰めをVBAとPowerShellで比べる,VBA / PowerShell / Text / CSV / XML,短い実験で「文字列の左詰め・右詰めをVBAとPowerShellで比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
245,implemented-experimental,Legacy Data & File Format Lab,Shift_JISで文字数とバイト数が違うことを体験する,VBA / PowerShell / Text / CSV / XML,短い実験で「Shift_JISで文字数とバイト数が違うことを体験する」を体験し、操作前後の状態やログの差を確認する。,深掘り
246,implemented-experimental,Legacy Data & File Format Lab,全銀フォーマット風の教育用固定長データをVBAで解析する,VBA / PowerShell / Text / CSV / XML,短い実験で「全銀フォーマット風の教育用固定長データをVBAで解析する」を体験し、操作前後の状態やログの差を確認する。,深掘り
247,implemented-experimental,Legacy Data & File Format Lab,全銀フォーマット風の教育用固定長データをPowerShellで解析する,VBA / PowerShell / Text / CSV / XML,短い実験で「全銀フォーマット風の教育用固定長データをPowerShellで解析する」を体験し、操作前後の状態やログの差を確認する。,深掘り
248,implemented-experimental,Legacy Data & File Format Lab,ダミー振込データのHeader・明細・Trailer合計を照合する,VBA / PowerShell / Text / CSV / XML,短い実験で「ダミー振込データのHeader・明細・Trailer合計を照合する」を体験し、操作前後の状態やログの差を確認する。,深掘り
249,implemented-experimental,Legacy Data & File Format Lab,CRLFとLFの違いを同じテキストで確認する,VBA / PowerShell / Text / CSV / XML,短い実験で「CRLFとLFの違いを同じテキストで確認する」を体験し、操作前後の状態やログの差を確認する。,深掘り
250,implemented-experimental,Legacy Data & File Format Lab,CSVのカンマ・ダブルクォート・改行を正しくEscapeする,VBA / PowerShell / Text / CSV / XML,短い実験で「CSVのカンマ・ダブルクォート・改行を正しくEscapeする」を体験し、操作前後の状態やログの差を確認する。,深掘り
251,implemented-experimental,Legacy Data & File Format Lab,TSVならカンマ入り文字列をどう扱えるか比べる,VBA / PowerShell / Text / CSV / XML,短い実験で「TSVならカンマ入り文字列をどう扱えるか比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
252,implemented-experimental,Legacy Data & File Format Lab,INIファイルを読み書きして昔ながらの設定ファイルを理解する,VBA / PowerShell / Text / CSV / XML,短い実験で「INIファイルを読み書きして昔ながらの設定ファイルを理解する」を体験し、操作前後の状態やログの差を確認する。,深掘り
253,implemented-experimental,Legacy Data & File Format Lab,XMLをPowerShellで読み、階層構造をたどる,VBA / PowerShell / Text / CSV / XML,短い実験で「XMLをPowerShellで読み、階層構造をたどる」を体験し、操作前後の状態やログの差を確認する。,深掘り
254,implemented-experimental,Legacy Data & File Format Lab,VBAでXML DOMを使って要素を読む,VBA / PowerShell / Text / CSV / XML,短い実験で「VBAでXML DOMを使って要素を読む」を体験し、操作前後の状態やログの差を確認する。,深掘り
255,implemented-experimental,Legacy Data & File Format Lab,COBOLのPIC風フィールド定義をExcel表から固定長へ変換する,VBA / PowerShell / Text / CSV / XML,短い実験で「COBOLのPIC風フィールド定義をExcel表から固定長へ変換する」を体験し、操作前後の状態やログの差を確認する。,深掘り
256,implemented-experimental,Legacy Data & File Format Lab,桁位置のある古いログをVBA／PowerShellで表形式へ変換する,VBA / PowerShell / Text / CSV / XML,短い実験で「桁位置のある古いログをVBA／PowerShellで表形式へ変換する」を体験し、操作前後の状態やログの差を確認する。,深掘り
257,implemented-experimental,Binary / Hex / Encoding Lab,PowerShellだけでミニHex Dump Viewerを作る,PowerShell / VBA / Binary / Encoding,短い実験で「PowerShellだけでミニHex Dump Viewerを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
258,implemented-experimental,Binary / Hex / Encoding Lab,Excel VBAで簡易Hex Viewerを作る,PowerShell / VBA / Binary / Encoding,短い実験で「Excel VBAで簡易Hex Viewerを作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
259,implemented-experimental,Binary / Hex / Encoding Lab,PNG・JPEG・PDF・ZIPのFile SignatureをHexで見る,PowerShell / VBA / Binary / Encoding,短い実験で「PNG・JPEG・PDF・ZIPのFile SignatureをHexで見る」を体験し、操作前後の状態やログの差を確認する。,深掘り
260,implemented-experimental,Binary / Hex / Encoding Lab,XLSX・DOCX・PPTXの先頭がZIP系であることを確認する,PowerShell / VBA / Binary / Encoding,短い実験で「XLSX・DOCX・PPTXの先頭がZIP系であることを確認する」を体験し、操作前後の状態やログの差を確認する。,深掘り
261,implemented-experimental,Binary / Hex / Encoding Lab,UTF-8 BOMのEF BB BFを実際に見る,PowerShell / VBA / Binary / Encoding,短い実験で「UTF-8 BOMのEF BB BFを実際に見る」を体験し、操作前後の状態やログの差を確認する。,深掘り
262,implemented-experimental,Binary / Hex / Encoding Lab,UTF-16 LEの文字列がバイト列でどう見えるか確認する,PowerShell / VBA / Binary / Encoding,短い実験で「UTF-16 LEの文字列がバイト列でどう見えるか確認する」を体験し、操作前後の状態やログの差を確認する。,深掘り
263,implemented-experimental,Binary / Hex / Encoding Lab,CRLFが0D 0Aとして保存されることを見る,PowerShell / VBA / Binary / Encoding,短い実験で「CRLFが0D 0Aとして保存されることを見る」を体験し、操作前後の状態やログの差を確認する。,深掘り
264,implemented-experimental,Binary / Hex / Encoding Lab,Little EndianとBig Endianで整数の並びを比べる,PowerShell / VBA / Binary / Encoding,短い実験で「Little EndianとBig Endianで整数の並びを比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
265,implemented-experimental,Binary / Hex / Encoding Lab,整数を4バイトへ変換してHex表示する,PowerShell / VBA / Binary / Encoding,短い実験で「整数を4バイトへ変換してHex表示する」を体験し、操作前後の状態やログの差を確認する。,深掘り
266,implemented-experimental,Binary / Hex / Encoding Lab,IEEE 754の浮動小数点をバイト列で眺める,PowerShell / VBA / Binary / Encoding,短い実験で「IEEE 754の浮動小数点をバイト列で眺める」を体験し、操作前後の状態やログの差を確認する。,深掘り
267,implemented-experimental,Binary / Hex / Encoding Lab,大きなファイルをChunk単位で読む処理を作る,PowerShell / VBA / Binary / Encoding,短い実験で「大きなファイルをChunk単位で読む処理を作る」を体験し、操作前後の状態やログの差を確認する。,深掘り
268,implemented-experimental,Binary / Hex / Encoding Lab,Base64変換前後のバイト数を比べる,PowerShell / VBA / Binary / Encoding,短い実験で「Base64変換前後のバイト数を比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
269,implemented-experimental,Binary / Hex / Encoding Lab,GUIDを文字列と16バイト表現で比べる,PowerShell / VBA / Binary / Encoding,短い実験で「GUIDを文字列と16バイト表現で比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
270,implemented-experimental,Binary / Hex / Encoding Lab,CRC32をPowerShellで実装してChecksumを理解する,PowerShell / VBA / Binary / Encoding,短い実験で「CRC32をPowerShellで実装してChecksumを理解する」を体験し、操作前後の状態やログの差を確認する。,深掘り
271,implemented-experimental,Binary / Hex / Encoding Lab,BMPヘッダーを読み取り画像サイズを取り出す,PowerShell / VBA / Binary / Encoding,短い実験で「BMPヘッダーを読み取り画像サイズを取り出す」を体験し、操作前後の状態やログの差を確認する。,深掘り
272,implemented-experimental,Language Basics Lab,変数って何？ VBAのDimとPowerShellの$変数を比べる,VBA / PowerShell,短い実験で「変数って何？ VBAのDimとPowerShellの$変数を比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
273,implemented-experimental,Language Basics Lab,型って何？ String・Integer・Dateを比べる,VBA / PowerShell,短い実験で「型って何？ String・Integer・Dateを比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
274,implemented-experimental,Language Basics Lab,文字列の結合・切り出しをVBAとPowerShellで比べる,VBA / PowerShell,短い実験で「文字列の結合・切り出しをVBAとPowerShellで比べる」を体験し、操作前後の状態やログの差を確認する。,深掘り
